id	theme	kind	path	sha256	promptPath	source	attempts	readback	verdict
a-ground	starcraft	backdrop	docs/images/assets/starcraft/backdrop/a-ground.jpg	490ffc708d885372ed4bf03a6be8c699793c07512a49615cc5db42066254be45	docs/images/assets/starcraft/backdrop/a-ground.prompt.txt	grok	1		unread
a-ground	starcraft	backdrop	docs/images/assets/starcraft/backdrop/a-ground.jpg	490ffc708d885372ed4bf03a6be8c699793c07512a49615cc5db42066254be45	docs/images/assets/starcraft/backdrop/a-ground.prompt.txt	grok	1	5 checks pass	pass
